county,fips,year,population,total_cases,poor_or_fair_health_raw_value,mean_temp_f,mean_humidity_percent,unemployment_raw_value,gdp,children_in_poverty_raw_value,uninsured_raw_value
LEWIS,36049,2021,26296,265,0.8095848443638081,-0.37066129739546705,-0.038563820705399945,-0.48916966242151994,-0.2829738337943521,-0.17379501762679184,-1.046479099829725
LEWIS,36049,2022,26187,740,1.1383957663801556,-0.38760439436854904,0.2080251703191962,0.627873112647252,-0.2820746025941721,-0.49192649652815945,-1.0894638336121567
LIVINGSTON,36051,2012,62871,342,-1.6751739403719785,0.7656764106463151,-0.06184673625887686,1.1647099987141813,-0.2726972415079625,-0.49192649652815945,0.7766840197112008
LIVINGSTON,36051,2013,65070,115,-1.7413755805308522,-0.37085604545522083,0.342700697179251,0.6937676442206996,-0.2721316262260085,-0.5254140206230403,0.6223403050907028
LIVINGSTON,36051,2014,64810,284,-1.6089723002131047,-1.2238533990002967,-0.7366003531862766,0.9687670017033532,-0.272299491689473,-0.5254140206230403,0.2609445652180417
LIVINGSTON,36051,2015,64705,106,-1.6089723002131047,-1.1321269708382913,0.0676591323945791,0.4947837462634424,-0.272998651611849,-0.32448887605375565,0.30386616007369643
LIVINGSTON,36051,2016,64586,169,-0.7483509781477461,0.2365805233862003,-0.46043933733032455,-0.3633276802579395,-0.2728255199903516,-0.12356373148447057,0.1847639310249544
LIVINGSTON,36051,2017,64717,693,-0.6478780497408528,0.5242069336911334,-0.25670023796992036,-0.5839944915603793,-0.27204719678768696,-0.5421577826704808,-0.4820288863035602
LIVINGSTON,36051,2018,64257,580,-0.18849259489434203,0.030520107947325684,-1.3094455546697692,-0.8215040747635386,-0.270987684246159,-0.5421577826704808,-0.8540452332604583
LIVINGSTON,36051,2019,63799,695,-0.18849259489434203,-0.17007059340952077,-0.38189157357661874,-0.7285257896658769,-0.2711058149595191,-0.8435454995244084,-1.1995218049765726
LIVINGSTON,36051,2020,63227,8,0.16149003202522796,0.2575271345235136,-0.622898884128064,-1.1250476041751543,-0.27258992083908384,-0.9272643097616106,-1.2559403069921429
LIVINGSTON,36051,2021,62914,564,0.5270572929772235,0.48136231847994876,-1.4934388778910161,-1.1687004231363485,-0.27189224569554477,-0.5421577826704808,-1.226869381264063
LIVINGSTON,36051,2022,62398,947,0.5094801848708554,0.48292030295796806,-1.083721781636975,0.30291981645605925,-0.2709988574739531,-1.2286520266155376,-1.2043781466115007
